humidity,original_timestamp,processing_timestamp,sensor_id,source_partition,status,temperature,type
54.22,2025-04-11T07:29:25.131832,2025-04-11T07:29:25.141489,sensor_1,2,Normal,19.66,sensor
48.83,2025-04-11T07:29:26.146516,2025-04-11T07:29:26.153681,sensor_5,2,Normal,23.69,sensor
48.26,2025-04-11T07:29:27.158205,2025-04-11T07:29:27.166053,sensor_5,1,Normal,22.11,sensor
51.68,2025-04-11T07:29:28.166287,2025-04-11T07:29:28.174745,sensor_2,1,Low,18.38,sensor
51.23,2025-04-11T07:29:30.181876,2025-04-11T07:29:30.188827,sensor_3,0,Normal,19.91,sensor
54.79,2025-04-11T07:29:33.203809,2025-04-11T07:29:33.213774,sensor_2,2,Normal,23.31,sensor
44.0,2025-04-11T07:29:38.248445,2025-04-11T07:29:38.256879,sensor_5,2,Low,18.08,sensor
59.28,2025-04-11T07:29:39.258069,2025-04-11T07:29:39.261280,sensor_4,0,Normal,21.83,sensor
42.09,2025-04-11T07:29:41.273672,2025-04-11T07:29:41.275943,sensor_4,1,Low,18.67,sensor
59.7,2025-04-11T07:29:43.288738,2025-04-11T07:29:43.297103,sensor_5,1,Normal,21.61,sensor
55.41,2025-04-11T07:29:46.312234,2025-04-11T07:29:46.319740,sensor_2,1,Normal,23.0,sensor
54.99,2025-04-11T07:29:47.319634,2025-04-11T07:29:47.329313,sensor_5,0,Normal,21.96,sensor
51.25,2025-04-11T07:29:50.347533,2025-04-11T07:29:50.356301,sensor_3,2,Low,18.26,sensor
54.87,2025-04-11T07:29:53.370050,2025-04-11T07:29:53.378338,sensor_3,0,Normal,23.25,sensor
50.85,2025-04-11T07:29:54.380448,2025-04-11T07:29:54.389175,sensor_4,2,Normal,21.44,sensor
51.03,2025-04-11T07:29:55.389733,2025-04-11T07:29:55.396662,sensor_1,2,Warning,24.93,sensor
54.88,2025-04-11T07:29:56.398059,2025-04-11T07:29:56.405648,sensor_1,2,Normal,21.22,sensor
48.93,2025-04-11T07:29:57.408854,2025-04-11T07:29:57.410848,sensor_2,0,Normal,23.19,sensor
48.11,2025-04-11T07:29:59.420996,2025-04-11T07:29:59.423683,sensor_5,1,Normal,20.07,sensor
59.37,2025-04-11T07:30:02.444813,2025-04-11T07:30:02.450294,sensor_5,1,Normal,20.32,sensor
43.58,2025-04-11T07:30:03.452112,2025-04-11T07:30:03.460724,sensor_3,1,Normal,23.91,sensor
53.35,2025-04-11T07:30:04.461046,2025-04-11T07:30:04.467650,sensor_1,2,Warning,24.2,sensor
55.47,2025-04-11T07:30:07.477735,2025-04-11T07:30:07.690346,sensor_5,2,Low,18.43,sensor
45.56,2025-04-11T07:30:11.516416,2025-04-11T07:30:11.524338,sensor_1,1,Low,18.49,sensor
51.37,2025-04-11T07:30:13.536361,2025-04-11T07:30:13.545256,sensor_4,2,Normal,19.81,sensor
56.82,2025-04-11T07:30:14.547291,2025-04-11T07:30:14.553950,sensor_5,2,Normal,21.5,sensor
53.53,2025-04-11T07:30:17.576177,2025-04-11T07:30:17.582445,sensor_2,1,Normal,21.62,sensor
50.91,2025-04-11T07:30:20.593432,2025-04-11T07:30:20.596340,sensor_4,1,Normal,21.49,sensor
47.6,2025-04-11T07:30:21.597175,2025-04-11T07:30:21.603445,sensor_4,2,Warning,24.46,sensor
44.9,2025-04-11T07:30:22.602566,2025-04-11T07:30:22.611579,sensor_2,2,Warning,24.86,sensor
47.3,2025-04-11T07:30:25.627102,2025-04-11T07:30:25.628862,sensor_1,2,Normal,19.08,sensor
52.0,2025-04-11T07:30:26.629377,2025-04-11T07:30:26.635248,sensor_2,0,Normal,22.44,sensor
51.95,2025-04-11T07:30:27.635924,2025-04-11T07:30:27.643276,sensor_3,0,Low,18.87,sensor
49.21,2025-04-11T07:30:28.644229,2025-04-11T07:30:28.649564,sensor_5,2,Low,18.94,sensor
51.18,2025-04-11T07:30:29.651014,2025-04-11T07:30:29.656267,sensor_5,2,Normal,19.21,sensor
46.02,2025-04-11T07:30:31.660183,2025-04-11T07:30:31.663252,sensor_3,1,Warning,24.57,sensor
46.15,2025-04-11T07:30:34.678631,2025-04-11T07:30:34.685439,sensor_4,2,Normal,20.05,sensor
52.75,2025-04-11T07:30:36.689501,2025-04-11T07:30:36.697453,sensor_1,2,Warning,24.96,sensor
43.8,2025-04-11T07:30:37.699336,2025-04-11T07:30:37.703259,sensor_3,1,Normal,19.71,sensor
59.3,2025-04-11T07:30:38.703743,2025-04-11T07:30:38.709496,sensor_4,1,Normal,23.93,sensor
43.25,2025-04-11T07:30:42.728633,2025-04-11T07:30:42.733061,sensor_1,0,Normal,20.26,sensor
43.69,2025-04-11T07:30:43.733378,2025-04-11T07:30:43.740206,sensor_4,0,Normal,22.74,sensor
43.53,2025-04-11T07:30:45.753299,2025-04-11T07:30:45.757918,sensor_2,0,Normal,19.12,sensor
48.07,2025-04-11T07:30:46.758813,2025-04-11T07:30:46.763724,sensor_5,1,Normal,21.3,sensor
56.28,2025-04-11T07:30:47.768285,2025-04-11T07:30:47.774008,sensor_3,1,Warning,24.22,sensor
41.09,2025-04-11T07:30:48.774507,2025-04-11T07:30:48.782763,sensor_5,2,Normal,22.51,sensor
46.82,2025-04-11T07:30:50.791566,2025-04-11T07:30:50.798415,sensor_4,0,Normal,22.7,sensor
50.45,2025-04-11T07:30:51.799194,2025-04-11T07:30:51.801963,sensor_3,1,Normal,21.16,sensor
44.79,2025-04-11T07:30:52.802639,2025-04-11T07:30:52.809268,sensor_3,1,Low,18.36,sensor
51.96,2025-04-11T07:30:53.812522,2025-04-11T07:30:53.818299,sensor_4,1,Normal,22.58,sensor
51.68,2025-04-11T07:30:56.834625,2025-04-11T07:30:56.841607,sensor_4,0,Warning,24.83,sensor
44.99,2025-04-11T07:31:04.903021,2025-04-11T07:31:05.008652,sensor_4,0,Normal,22.82,sensor
40.69,2025-04-11T07:31:05.910936,2025-04-11T07:31:05.917641,sensor_4,0,Low,18.24,sensor
45.15,2025-04-11T07:31:07.925510,2025-04-11T07:31:07.932601,sensor_5,1,Normal,23.35,sensor
58.89,2025-04-11T07:31:09.940679,2025-04-11T07:31:09.942346,sensor_5,0,Warning,24.6,sensor
58.72,2025-04-11T07:31:11.953264,2025-04-11T07:31:11.959167,sensor_4,0,Normal,23.85,sensor
42.15,2025-04-11T07:31:12.959542,2025-04-11T07:31:12.969038,sensor_5,2,Normal,23.33,sensor
47.43,2025-04-11T07:31:13.969106,2025-04-11T07:31:13.975876,sensor_3,1,Normal,19.65,sensor
41.46,2025-04-11T07:31:18.003796,2025-04-11T07:31:18.006338,sensor_4,0,Warning,24.78,sensor
45.01,2025-04-11T07:31:19.006707,2025-04-11T07:31:19.221319,sensor_5,0,Low,18.95,sensor
54.3,2025-04-11T07:31:22.032094,2025-04-11T07:31:22.039499,sensor_3,0,Normal,20.87,sensor
46.09,2025-04-11T07:31:23.040996,2025-04-11T07:31:23.050632,sensor_5,0,Normal,21.86,sensor
59.76,2025-04-11T07:31:24.052072,2025-04-11T07:31:24.059567,sensor_3,1,Normal,23.24,sensor
56.2,2025-04-11T07:31:25.063208,2025-04-11T07:31:25.069925,sensor_3,1,Normal,20.27,sensor
48.18,2025-04-11T07:31:26.071200,2025-04-11T07:31:26.078944,sensor_1,2,Normal,22.78,sensor
56.45,2025-04-11T07:31:28.089019,2025-04-11T07:31:28.096603,sensor_2,1,Normal,19.07,sensor
58.38,2025-04-11T07:31:29.099878,2025-04-11T07:31:29.105447,sensor_1,0,Normal,20.02,sensor
54.0,2025-04-11T07:31:31.117429,2025-04-11T07:31:31.126578,sensor_4,2,Normal,23.69,sensor
55.85,2025-04-11T07:31:33.131972,2025-04-11T07:31:33.139377,sensor_5,1,Low,18.4,sensor
44.76,2025-04-11T07:31:34.140087,2025-04-11T07:31:34.147715,sensor_4,1,Normal,21.04,sensor
44.64,2025-04-11T07:31:36.160104,2025-04-11T07:31:36.168861,sensor_2,1,Normal,23.17,sensor
58.06,2025-04-11T07:31:37.170943,2025-04-11T07:31:37.173035,sensor_1,2,Normal,21.22,sensor
57.89,2025-04-11T07:31:39.186354,2025-04-11T07:31:39.192948,sensor_2,0,Normal,22.14,sensor
49.23,2025-04-11T07:31:40.194775,2025-04-11T07:31:40.196364,sensor_5,1,Normal,19.63,sensor
48.87,2025-04-11T07:31:41.197662,2025-04-11T07:31:41.509300,sensor_4,0,Normal,23.19,sensor
42.89,2025-04-11T07:31:42.205611,2025-04-11T07:31:42.207426,sensor_5,1,Warning,24.89,sensor
49.01,2025-04-11T07:31:45.225241,2025-04-11T07:31:45.231531,sensor_5,2,Normal,23.96,sensor
46.05,2025-04-11T07:31:46.234037,2025-04-11T07:31:46.240970,sensor_5,0,Normal,23.55,sensor
48.84,2025-04-11T07:31:47.240935,2025-04-11T07:31:47.242571,sensor_1,0,Normal,21.17,sensor
44.71,2025-04-11T07:31:50.263149,2025-04-11T07:31:50.269263,sensor_3,0,Normal,19.55,sensor
57.44,2025-04-11T07:31:53.292166,2025-04-11T07:31:53.297459,sensor_5,1,Normal,23.46,sensor
58.09,2025-04-11T07:31:54.298819,2025-04-11T07:31:54.304597,sensor_3,2,Low,18.92,sensor
41.25,2025-04-11T07:31:55.304947,2025-04-11T07:31:55.312300,sensor_5,2,Normal,22.91,sensor
55.6,2025-04-11T07:31:57.323470,2025-04-11T07:31:57.330700,sensor_5,0,Warning,24.44,sensor
40.64,2025-04-11T07:31:56.315095,2025-04-11T07:31:56.525179,sensor_4,1,Normal,20.71,sensor
55.15,2025-04-11T07:31:58.331176,2025-04-11T07:31:58.338403,sensor_4,0,Low,18.77,sensor
46.63,2025-04-11T07:32:02.356060,2025-04-11T07:32:02.358478,sensor_3,0,Normal,23.43,sensor
59.62,2025-04-11T07:32:03.359173,2025-04-11T07:32:03.366523,sensor_1,1,Normal,23.0,sensor
43.32,2025-04-11T07:32:04.368556,2025-04-11T07:32:04.379224,sensor_3,2,Normal,19.46,sensor
43.54,2025-04-11T07:32:05.379899,2025-04-11T07:32:05.384767,sensor_4,2,Normal,20.1,sensor
45.22,2025-04-11T07:32:06.388147,2025-04-11T07:32:06.394179,sensor_5,0,Warning,24.62,sensor
42.33,2025-04-11T07:32:08.403610,2025-04-11T07:32:08.412318,sensor_2,0,Normal,20.45,sensor
54.85,2025-04-11T07:32:11.427499,2025-04-11T07:32:11.434617,sensor_2,1,Normal,21.3,sensor
42.36,2025-04-11T07:32:12.435535,2025-04-11T07:32:12.443974,sensor_4,1,Normal,21.09,sensor
43.66,2025-04-11T07:32:14.452628,2025-04-11T07:32:14.560076,sensor_2,2,Low,18.18,sensor
42.25,2025-04-11T07:32:15.461470,2025-04-11T07:32:15.467826,sensor_1,1,Normal,22.06,sensor
48.48,2025-04-11T07:32:17.477768,2025-04-11T07:32:17.484879,sensor_3,1,Low,18.46,sensor
54.92,2025-04-11T07:32:19.496645,2025-04-11T07:32:19.498510,sensor_5,2,Normal,20.01,sensor
55.18,2025-04-11T07:32:21.511151,2025-04-11T07:32:21.519054,sensor_3,1,Low,18.77,sensor
57.31,2025-04-11T07:32:22.523302,2025-04-11T07:32:22.529463,sensor_2,0,Normal,21.09,sensor
42.74,2025-04-11T07:32:24.541481,2025-04-11T07:32:24.548491,sensor_3,1,Normal,23.75,sensor
47.5,2025-04-11T07:32:28.578196,2025-04-11T07:32:28.579993,sensor_2,2,Low,18.98,sensor
52.09,2025-04-11T07:32:29.581848,2025-04-11T07:32:29.589105,sensor_2,1,Low,18.45,sensor
40.99,2025-04-11T07:32:31.597201,2025-04-11T07:32:31.598763,sensor_1,0,Normal,23.43,sensor
50.43,2025-04-11T07:32:32.600566,2025-04-11T07:32:32.811900,sensor_5,0,Normal,22.35,sensor
42.86,2025-04-11T07:32:33.614885,2025-04-11T07:32:33.619851,sensor_1,2,Warning,24.17,sensor
54.21,2025-04-11T07:32:35.628047,2025-04-11T07:32:36.131691,sensor_1,0,Warning,24.67,sensor
42.62,2025-04-11T07:32:36.640092,2025-04-11T07:32:36.645162,sensor_5,0,Normal,22.46,sensor
48.14,2025-04-11T07:32:37.646285,2025-04-11T07:32:37.652315,sensor_3,0,Normal,22.54,sensor
55.08,2025-04-11T07:32:38.653488,2025-04-11T07:32:38.659642,sensor_3,2,Warning,24.65,sensor
50.18,2025-04-11T07:32:39.660400,2025-04-11T07:32:39.664962,sensor_5,2,Normal,19.39,sensor
51.08,2025-04-11T07:32:40.666558,2025-04-11T07:32:40.673603,sensor_1,0,Normal,20.72,sensor
52.81,2025-04-11T07:32:41.674552,2025-04-11T07:32:41.681563,sensor_1,1,Normal,21.11,sensor
52.23,2025-04-11T07:32:42.682480,2025-04-11T07:32:42.688048,sensor_1,0,Normal,19.0,sensor
43.8,2025-04-11T07:32:43.691097,2025-04-11T07:32:43.697246,sensor_3,0,Normal,21.61,sensor
44.67,2025-04-11T07:32:44.698427,2025-04-11T07:32:44.704282,sensor_5,0,Normal,21.37,sensor
47.18,2025-04-11T07:32:46.719346,2025-04-11T07:32:46.724502,sensor_5,2,Low,18.57,sensor
55.23,2025-04-11T07:32:47.726736,2025-04-11T07:32:47.731645,sensor_5,0,Normal,22.14,sensor
50.22,2025-04-11T07:32:48.736643,2025-04-11T07:32:48.739887,sensor_1,0,Warning,24.87,sensor
55.42,2025-04-11T07:32:50.751124,2025-04-11T07:32:50.756720,sensor_5,2,Normal,22.18,sensor
51.43,2025-04-11T07:32:51.758019,2025-04-11T07:32:51.763311,sensor_5,2,Normal,19.07,sensor
50.07,2025-04-11T07:32:52.764618,2025-04-11T07:32:52.769370,sensor_1,1,Normal,19.36,sensor
47.6,2025-04-11T07:32:53.770207,2025-04-11T07:32:53.772485,sensor_2,1,Normal,23.94,sensor
44.21,2025-04-11T07:32:54.774442,2025-04-11T07:32:54.780449,sensor_2,0,Normal,20.57,sensor
44.68,2025-04-11T07:32:55.782342,2025-04-11T07:32:55.789131,sensor_1,0,Normal,19.57,sensor
47.64,2025-04-11T07:32:56.790011,2025-04-11T07:32:56.796963,sensor_5,1,Normal,23.23,sensor
50.79,2025-04-11T07:32:57.798729,2025-04-11T07:32:57.804271,sensor_3,0,Normal,22.8,sensor
57.97,2025-04-11T07:32:59.808651,2025-04-11T07:33:00.020636,sensor_4,2,Low,18.64,sensor
41.39,2025-04-11T07:33:00.816240,2025-04-11T07:33:00.821978,sensor_5,0,Normal,20.99,sensor
54.57,2025-04-11T07:33:01.822578,2025-04-11T07:33:01.828264,sensor_3,1,Normal,21.56,sensor
52.0,2025-04-11T07:33:05.854617,2025-04-11T07:33:05.861094,sensor_1,1,Normal,22.15,sensor
57.1,2025-04-11T07:33:07.872475,2025-04-11T07:33:07.878825,sensor_1,0,Normal,20.93,sensor
41.12,2025-04-11T07:33:10.900629,2025-04-11T07:33:10.906621,sensor_4,0,Normal,23.2,sensor
53.7,2025-04-11T07:33:11.907370,2025-04-11T07:33:11.913148,sensor_2,2,Normal,19.7,sensor
44.85,2025-04-11T07:33:12.919198,2025-04-11T07:33:13.093642,sensor_3,0,Normal,19.92,sensor
54.71,2025-04-11T07:33:14.941120,2025-04-11T07:33:14.946306,sensor_2,0,Normal,20.44,sensor
59.98,2025-04-11T07:33:18.972147,2025-04-11T07:33:18.977375,sensor_4,0,Normal,22.39,sensor
58.7,2025-04-11T07:33:21.990700,2025-04-11T07:33:22.182315,sensor_4,0,Normal,22.38,sensor
49.24,2025-04-11T07:33:23.002201,2025-04-11T07:33:23.008554,sensor_2,1,Warning,24.12,sensor
45.46,2025-04-11T07:33:24.011961,2025-04-11T07:33:24.014129,sensor_3,1,Normal,20.42,sensor
45.85,2025-04-11T07:33:26.026570,2025-04-11T07:33:26.033423,sensor_2,0,Normal,22.12,sensor
53.28,2025-04-11T07:33:30.063251,2025-04-11T07:33:30.068161,sensor_3,0,Normal,22.29,sensor
43.48,2025-04-11T07:33:31.072138,2025-04-11T07:33:31.081800,sensor_3,2,Normal,20.87,sensor
57.69,2025-04-11T07:33:32.085074,2025-04-11T07:33:32.093448,sensor_1,1,Normal,22.83,sensor
52.14,2025-04-11T07:33:34.101248,2025-04-11T07:33:34.110339,sensor_5,0,Normal,23.77,sensor
41.1,2025-04-11T07:33:36.120173,2025-04-11T07:33:36.128104,sensor_3,1,Normal,23.82,sensor
49.23,2025-04-11T07:33:38.136426,2025-04-11T07:33:38.140437,sensor_5,2,Low,18.5,sensor
42.7,2025-04-11T07:33:39.141343,2025-04-11T07:33:39.148442,sensor_4,2,Normal,23.26,sensor
48.17,2025-04-11T07:33:40.149850,2025-04-11T07:33:40.160308,sensor_4,1,Normal,22.09,sensor
46.31,2025-04-11T07:33:42.169596,2025-04-11T07:33:42.777615,sensor_3,2,Normal,20.74,sensor
50.91,2025-04-11T07:33:46.198146,2025-04-11T07:33:46.203248,sensor_3,1,Low,18.5,sensor
56.94,2025-04-11T07:37:31.821336,2025-04-11T07:37:31.828791,sensor_5,2,Normal,22.99,sensor
53.4,2025-04-11T07:37:32.829200,2025-04-11T07:37:33.146310,sensor_4,2,Low,18.34,sensor
54.65,2025-04-11T07:37:33.836600,2025-04-11T07:37:33.844854,sensor_5,2,Warning,24.24,sensor
57.49,2025-04-11T07:37:34.845592,2025-04-11T07:37:34.852043,sensor_2,0,Normal,23.38,sensor
41.53,2025-04-11T07:37:36.859596,2025-04-11T07:37:36.864908,sensor_1,2,Normal,21.78,sensor
51.21,2025-04-11T07:37:37.865864,2025-04-11T07:37:37.870404,sensor_4,0,Warning,24.87,sensor
52.11,2025-04-11T07:37:38.871230,2025-04-11T07:37:38.876777,sensor_1,1,Warning,24.59,sensor
53.39,2025-04-11T07:37:39.877177,2025-04-11T07:37:39.880872,sensor_2,2,Normal,21.52,sensor
49.58,2025-04-11T07:37:40.881460,2025-04-11T07:37:40.891599,sensor_2,0,Normal,20.7,sensor
42.31,2025-04-11T07:37:41.892344,2025-04-11T07:37:41.897305,sensor_1,0,Normal,19.04,sensor
41.03,2025-04-11T07:37:43.905319,2025-04-11T07:37:43.912545,sensor_1,1,Warning,24.7,sensor
48.79,2025-04-11T07:37:44.914196,2025-04-11T07:37:44.922164,sensor_4,2,Normal,23.11,sensor
58.36,2025-04-11T07:37:47.934268,2025-04-11T07:37:47.943037,sensor_5,2,Normal,22.46,sensor
59.26,2025-04-11T07:37:48.943601,2025-04-11T07:37:48.949399,sensor_1,1,Normal,22.75,sensor
52.99,2025-04-11T07:37:50.953500,2025-04-11T07:37:50.958803,sensor_4,1,Normal,22.07,sensor
55.85,2025-04-11T07:37:52.967884,2025-04-11T07:37:52.976444,sensor_1,1,Normal,21.75,sensor
54.41,2025-04-11T07:37:55.990428,2025-04-11T07:37:55.997140,sensor_2,0,Normal,20.9,sensor
59.99,2025-04-11T07:37:56.998651,2025-04-11T07:37:57.001740,sensor_3,2,Normal,19.69,sensor
45.41,2025-04-11T07:37:58.002318,2025-04-11T07:37:58.009890,sensor_5,0,Normal,21.08,sensor
53.55,2025-04-11T07:37:59.010256,2025-04-11T07:37:59.011479,sensor_1,2,Normal,21.8,sensor
42.96,2025-04-11T07:38:00.013368,2025-04-11T07:38:00.014925,sensor_2,0,Normal,19.29,sensor
59.82,2025-04-11T07:38:01.017218,2025-04-11T07:38:01.228604,sensor_1,0,Normal,19.13,sensor
46.58,2025-04-11T07:38:02.029002,2025-04-11T07:38:02.032086,sensor_4,0,Normal,21.86,sensor
56.11,2025-04-11T07:38:03.032849,2025-04-11T07:38:03.039296,sensor_4,0,Normal,22.67,sensor
44.15,2025-04-11T07:38:08.068358,2025-04-11T07:38:08.070647,sensor_1,1,Normal,21.79,sensor
48.93,2025-04-11T07:38:09.072865,2025-04-11T07:38:09.080194,sensor_1,2,Warning,24.89,sensor
48.96,2025-04-11T07:38:10.080998,2025-04-11T07:38:10.087773,sensor_5,1,Normal,21.65,sensor
53.72,2025-04-11T07:38:12.095405,2025-04-11T07:38:12.100787,sensor_5,1,Normal,20.34,sensor
57.9,2025-04-11T07:38:14.108099,2025-04-11T07:38:14.110482,sensor_5,2,Normal,22.56,sensor
57.25,2025-04-11T07:38:15.111038,2025-04-11T07:38:15.117514,sensor_4,1,Normal,23.36,sensor
48.87,2025-04-11T07:38:16.118137,2025-04-11T07:38:16.126371,sensor_3,2,Low,18.15,sensor
58.77,2025-04-11T07:38:18.134274,2025-04-11T07:38:18.140413,sensor_4,1,Normal,20.6,sensor
56.7,2025-04-11T07:38:19.141150,2025-04-11T07:38:19.147321,sensor_5,2,Low,18.9,sensor
57.66,2025-04-11T07:38:20.148387,2025-04-11T07:38:20.155849,sensor_5,2,Normal,21.54,sensor
59.94,2025-04-11T07:38:23.171701,2025-04-11T07:38:23.173239,sensor_1,1,Normal,21.14,sensor
51.72,2025-04-11T07:38:25.184013,2025-04-11T07:38:25.191499,sensor_1,2,Normal,19.96,sensor
59.11,2025-04-11T07:38:26.192622,2025-04-11T07:38:26.198057,sensor_4,2,Normal,19.13,sensor
44.13,2025-04-11T07:38:27.199242,2025-04-11T07:38:27.205009,sensor_5,2,Normal,21.14,sensor
45.5,2025-04-11T07:38:28.206353,2025-04-11T07:38:28.212357,sensor_2,2,Normal,20.23,sensor
56.52,2025-04-11T07:38:31.226936,2025-04-11T07:38:31.234271,sensor_3,2,Warning,24.4,sensor
50.45,2025-04-11T07:38:32.236206,2025-04-11T07:38:32.237648,sensor_5,1,Normal,19.37,sensor
41.7,2025-04-11T07:38:37.268516,2025-04-11T07:38:37.274822,sensor_3,1,Normal,20.42,sensor
55.68,2025-04-11T07:38:39.277794,2025-04-11T07:38:39.285040,sensor_5,1,Low,18.96,sensor
42.27,2025-04-11T07:38:40.288892,2025-04-11T07:38:40.295316,sensor_4,0,Normal,23.96,sensor
42.67,2025-04-11T07:38:44.327243,2025-04-11T07:38:44.335183,sensor_1,2,Normal,21.07,sensor
57.32,2025-04-11T07:38:46.347296,2025-04-11T07:38:46.356270,sensor_5,0,Normal,22.63,sensor
52.8,2025-04-11T07:38:47.356208,2025-04-11T07:38:47.361367,sensor_4,0,Normal,22.24,sensor
42.67,2025-04-11T07:38:48.364118,2025-04-11T07:38:48.371116,sensor_2,1,Low,18.2,sensor
58.49,2025-04-11T07:38:50.382386,2025-04-11T07:38:50.387294,sensor_3,2,Low,18.01,sensor
46.95,2025-04-11T07:38:53.404745,2025-04-11T07:38:53.413590,sensor_2,0,Normal,21.03,sensor
41.92,2025-04-11T07:38:54.414034,2025-04-11T07:38:54.422126,sensor_2,0,Normal,20.65,sensor
46.49,2025-04-11T07:38:55.422585,2025-04-11T07:38:55.428804,sensor_4,2,Normal,22.8,sensor
58.44,2025-04-11T07:38:57.437858,2025-04-11T07:38:57.443701,sensor_3,0,Normal,20.26,sensor
42.21,2025-04-11T07:38:58.448120,2025-04-11T07:38:58.452908,sensor_4,0,Normal,21.4,sensor
58.06,2025-04-11T07:39:00.462438,2025-04-11T07:39:00.467402,sensor_4,2,Normal,20.14,sensor
46.11,2025-04-11T07:39:01.468317,2025-04-11T07:39:01.469923,sensor_3,2,Normal,23.53,sensor
40.19,2025-04-11T07:39:02.470459,2025-04-11T07:39:02.476810,sensor_3,1,Normal,20.55,sensor
45.18,2025-04-11T07:39:05.491234,2025-04-11T07:39:05.496534,sensor_3,0,Normal,22.69,sensor
40.23,2025-04-11T07:39:09.515181,2025-04-11T07:39:09.521220,sensor_4,2,Low,18.58,sensor
44.17,2025-04-11T07:39:10.522408,2025-04-11T07:39:10.526363,sensor_1,2,Low,18.11,sensor
59.57,2025-04-11T07:39:11.527854,2025-04-11T07:39:11.537227,sensor_5,1,Normal,19.5,sensor
51.34,2025-04-11T07:39:13.544137,2025-04-11T07:39:13.547464,sensor_3,2,Normal,19.22,sensor
46.69,2025-04-11T07:39:14.551329,2025-04-11T07:39:14.559063,sensor_4,2,Low,18.71,sensor
51.91,2025-04-11T07:39:15.560719,2025-04-11T07:39:15.567747,sensor_4,2,Normal,22.75,sensor
51.78,2025-04-11T07:39:16.570930,2025-04-11T07:39:16.578162,sensor_1,1,Normal,19.24,sensor
57.25,2025-04-11T07:39:17.581000,2025-04-11T07:39:17.585393,sensor_2,0,Normal,19.01,sensor
47.72,2025-04-11T07:39:18.587560,2025-04-11T07:39:18.590668,sensor_1,2,Warning,24.61,sensor
47.15,2025-04-11T07:39:19.593107,2025-04-11T07:39:19.599733,sensor_3,2,Low,18.12,sensor
42.31,2025-04-11T07:39:24.629563,2025-04-11T07:39:24.737238,sensor_4,0,Warning,24.02,sensor
55.81,2025-04-11T07:39:25.636307,2025-04-11T07:39:25.642514,sensor_3,1,Low,18.98,sensor
58.46,2025-04-11T07:39:30.671947,2025-04-11T07:39:30.678502,sensor_3,0,Warning,24.97,sensor
49.43,2025-04-11T07:39:34.706419,2025-04-11T07:39:34.716289,sensor_2,1,Normal,21.51,sensor
42.85,2025-04-11T07:39:38.737440,2025-04-11T07:39:38.743858,sensor_4,2,Low,18.04,sensor
43.11,2025-04-11T07:39:39.744387,2025-04-11T07:39:39.751356,sensor_4,1,Normal,21.76,sensor
52.44,2025-04-11T07:39:40.751521,2025-04-11T07:39:40.758557,sensor_4,1,Normal,20.03,sensor
56.7,2025-04-11T07:39:44.780624,2025-04-11T07:39:44.787564,sensor_2,0,Normal,19.91,sensor
46.86,2025-04-11T07:39:46.797436,2025-04-11T07:39:46.802904,sensor_5,0,Normal,21.04,sensor
41.0,2025-04-11T07:39:49.825812,2025-04-11T07:39:49.832787,sensor_5,1,Normal,19.79,sensor
41.54,2025-04-11T07:39:51.841803,2025-04-11T07:39:51.847529,sensor_2,1,Normal,20.26,sensor
49.73,2025-04-11T07:39:53.855678,2025-04-11T07:39:53.859923,sensor_1,1,Low,18.97,sensor
55.41,2025-04-11T07:39:54.860485,2025-04-11T07:39:54.865255,sensor_1,2,Normal,21.25,sensor
48.69,2025-04-11T07:39:55.866380,2025-04-11T07:39:55.869570,sensor_2,1,Normal,19.48,sensor
43.1,2025-04-11T07:39:57.874644,2025-04-11T07:39:57.878122,sensor_2,0,Normal,22.73,sensor
46.18,2025-04-11T07:39:58.878298,2025-04-11T07:39:58.881436,sensor_2,0,Normal,19.37,sensor
57.53,2025-04-11T07:40:02.902685,2025-04-11T07:40:02.906038,sensor_1,1,Normal,21.04,sensor
56.14,2025-04-11T07:40:05.920473,2025-04-11T07:40:05.924789,sensor_5,1,Normal,22.2,sensor
47.5,2025-04-11T07:40:06.925500,2025-04-11T07:40:06.931651,sensor_2,1,Warning,24.2,sensor
41.47,2025-04-11T07:40:07.932753,2025-04-11T07:40:07.934362,sensor_2,1,Normal,19.69,sensor
56.68,2025-04-11T07:40:09.938650,2025-04-11T07:40:09.944684,sensor_4,2,Normal,20.52,sensor
52.44,2025-04-11T07:40:11.949766,2025-04-11T07:40:11.955302,sensor_4,2,Normal,22.78,sensor
42.28,2025-04-11T07:40:13.959021,2025-04-11T07:40:13.962960,sensor_5,1,Warning,24.25,sensor
57.41,2025-04-11T07:40:15.972580,2025-04-11T07:40:15.975555,sensor_4,1,Normal,22.68,sensor
58.34,2025-04-11T07:40:17.985726,2025-04-11T07:40:17.987799,sensor_3,2,Warning,24.91,sensor
56.15,2025-04-11T07:40:19.999993,2025-04-11T07:40:20.002979,sensor_1,1,Normal,22.46,sensor
52.28,2025-04-11T07:40:23.015060,2025-04-11T07:40:23.018765,sensor_5,0,Normal,20.34,sensor
55.76,2025-04-11T07:40:28.043557,2025-04-11T07:40:28.049019,sensor_1,1,Normal,20.63,sensor
55.89,2025-04-11T07:40:31.061661,2025-04-11T07:40:31.068511,sensor_3,1,Normal,21.02,sensor
44.35,2025-04-11T07:40:32.069201,2025-04-11T07:40:32.073045,sensor_4,2,Normal,19.52,sensor
